unique_id,Painting,"On a scale of 1–10, how intense is the emotion conveyed by the artwork?",Describe how this painting makes you feel.,This art piece makes me feel sombre.,This art piece makes me feel content.,This art piece makes me feel calm.,This art piece makes me feel uneasy.,How many prominent colours do you notice in this painting?,How many objects caught your eye in the painting?,How much (in Canadian dollars) would you be willing to pay for this painting?,"If you could purchase this painting, which room would you put that painting in?","If you could view this art in person, who would you want to view it with?",What season does this art piece remind you of?,"If this painting was a food, what would be?",Imagine a soundtrack for this painting. Describe that soundtrack without naming any objects in the painting.
209,The Water Lily Pond,5,"calm, at peace, cliche",1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,1,1,45,"Bedroom,Office,Living room,Dining room","Friends,By yourself","Spring,Summer,Fall",mineral water,"pastoral, Delius-esque, small orchestra; bird call-imitations in woodwinds; major key; shimmering texture"
210,The Persistence of Memory,7,"I was a little surprised and felt it was weird at first, because the elements in the painting are organized and shaped in a bizarre way that I'm sure they would never appear in real life.

This painting also gives me a sad and calm feeling, as if nothing matters anymore and the world is fading off.",4 - Agree,2 - Disagree,4 - Agree,3 - Neutral/Unsure,5,11,200,"Bedroom,Office,Living room","Friends,Family members,By yourself","Fall,Winter",very plain noodles,"Calm, steady, like the lo-fi study music, and will eventually fade off into nil."
210,The Starry Night,5,"happy, calm, peaceful, simply enjoying.

It makes me sleepy.",1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,4,6,500,"Bedroom,Living room","Friends,Family members,Strangers,By yourself","Spring,Summer","hot soup that has a rich flavor, like the best Cream of Mushroom Soup.","Melodious, beautiful, and mostly calm."
210,The Water Lily Pond,9,"Very pleasant, warm, makes me unconsciously smile.

This painting can lighten up my mood.",1 - Strongly disagree,5 - Strongly agree,3 - Neutral/Unsure,1 - Strongly disagree,2,6,800,"Office,Living room,Dining room","Friends,Coworkers/Classmates,Strangers,By yourself","Spring,Summer","Vanilla ice cream with light cream, less sugar, and a bit of freshness.","Groovy and upbeat, somewhat melodious."
211,The Persistence of Memory,8,"This surrealist painting makes me feel that the time passes as slow and as fast as it can at the same time. Also, it makes me feel like time captures and surpasses everything and all. ",3 - Neutral/Unsure,4 - Agree,5 - Strongly agree,2 - Disagree,3,8,"5,000,000","Office,Dining room","Friends,Coworkers/Classmates,By yourself",Summer,Onion soup,"This soundtrack would consist of just one instrument, a piano, no lyrics. It speeds up, slows down, in an unusual and harmonical way, similar to time (or the perception of time) itself."
211,The Starry Night,8,"Joyful and calm, like the feeling of sailing in a small vessel in the middle of the sea during the night, watching endless sky.",4 - Agree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,2,7,"10,000,000","Bedroom,Living room","Friends,Family members,Coworkers/Classmates,By yourself","Spring,Fall",Omelette,"Quiet tone, slow music, and no lyrics."
211,The Water Lily Pond,10,"Happy, energetic, peaceful but in a vibrant way.",1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,3,4,"10,000,000","Bedroom,Living room,Dining room",By yourself,Spring,Spinach with rice,"Energetic, with many instruments, in a fast pace."
212,The Persistence of Memory,6,"The clocks being dried out all over a desert dry area makes it seem like time is scarce and dry in the world; it means to valuable time and how limited time is for our lives. It shows how time is fluid, and how time always passes, but also leaves memories with us; memory fades and turns into a soup of ideas, which shows the strange assortment of things around in the environment of the drawing.",3 - Neutral/Unsure,2 - Disagree,2 - Disagree,3 - Neutral/Unsure,4,7,"I would pay $100 for this painting. It is cool, but the thought of having this around my house when the painting is quite gloomy is something I don't really have a desire for.",Bathroom,By yourself,Winter,"It would be something like my mother's cooking, like dumplings or baozi, something persistent throughout my life and hold fond memories for me, but also quite blurry given how many times I've consumed that food.","To me, it reminds me of ""a burning memory,"" which was an experimental album meant to simulate dementia. To me, it follows similar themes in long nostalgic, yet not fully known melodies meant to poke at the brain in terms of memories which are fuzzy and not fully clear due to the passage of time (and for the album, simulation of dementia)."
212,The Starry Night,4,"I've seen this painting a lot, so it's not very strong in conveying a new emotion to me. The painting is very beautiful, and grounds me into the beauty of the universe and how free-flowing it can feel.",4 - Agree,4 - Agree,4 - Agree,2 - Disagree,4,2,"Given how famous it is, it would be an amazing status symbol, and the painting itself is already worth millions of dollars. I'd pay probably my entire savings for it; I know it could sell for more.","Living room,Dining room","Friends,Family members",Winter,It would be a deluxe steak with caviar.,"Given how famous through time this painting is, I think of classical pieces like Mozart, with the romantic era feeling of flowing music, just like how the lines and the overall feeling of the painting acts as flowy lines."
212,The Water Lily Pond,7,"Calm and serenity. The water with the scenery just reminds me of nature and exploring the outdoors, and definitely brings back fond and calm memories walking around trails with families and friends.",1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,3,2,"I love this painting, but I am also a poor student, so I would pay a decent amount, but not too much. Maybe like 200-300 dollars.","Bedroom,Living room","Family members,By yourself","Spring,Summer","It reminds me of salad and lettuce. Just a calm, easy and green staple food, that doesn't do too much, and acts as a great comfort food at times.","This soundtrack would be very calm and slow; like free flowing water, birds chirping, and really light themes and tones, with instruments like the flute and piccolo dancing around soothing melodies."
213,The Persistence of Memory,8,"This painting makes me feel reflective on how valuable memories are, and how, as time goes on, some memories start to fade and will never be re-experienced again.",4 - Agree,2 - Disagree,2 - Disagree,4 - Agree,4,5,50,"Living room,Dining room","Friends,Family members,By yourself",Summer,Lemon,"The soundtrack would be quite dull and moody, with a touch of nature sounds."
213,The Starry Night,5,It makes me feel serene and calm.,3 - Neutral/Unsure,2 - Disagree,5 - Strongly agree,2 - Disagree,3,2,250,"Bedroom,Bathroom,Living room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Winter,Bread,"The soundtrack will have very calm and faint music, with soft breezing wind in the background."
213,The Water Lily Pond,7,This painting makes me feel calm and content.,1 - Strongly disagree,4 - Agree,5 - Strongly agree,1 - Strongly disagree,2,1,250,"Office,Living room,Dining room","Friends,Family members,By yourself",Spring,A fruit bowl.,The soundtrack will consist of happy and vivid music playing.
214,The Persistence of Memory,7,Inspired and a bit weird in a good way.,3 - Neutral/Unsure,4 - Agree,3 - Neutral/Unsure,2 - Disagree,7,8,100 000,Living room,Friends,Spring,Coq au Vin,"serene, odd and experimental"
214,The Starry Night,9,"Calm, intrigued and a bit weird",3 - Neutral/Unsure,4 - Agree,4 - Agree,3 - Neutral/Unsure,3,5,80 000,Bedroom,By yourself,Winter,A night sandwich,"Slow, calm and experimental"
214,The Water Lily Pond,7,"Happy, melancholic and warm",4 - Agree,4 - Agree,4 - Agree,2 - Disagree,4,3,120 000,Dining room,By yourself,Summer,Salad,"Happy, energetic and yearning"
215,The Persistence of Memory,3,Isolated and confused about the clocks,4 - Agree,2 - Disagree,3 - Neutral/Unsure,4 - Agree,3,5,10,Bathroom,By yourself,Fall,duck,"quiet, maybe some water noises"
215,The Starry Night,2,peaceful,2 - Disagree,4 - Agree,4 - Agree,2 - Disagree,3,4,500,"Bedroom,Living room","Friends,Family members,Coworkers/Classmates,By yourself",Fall,cake,light wind breezing
215,The Water Lily Pond,4,"light, imaginative",1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,2,2,300,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Spring,a muffin,"serene, peaceful"
216,The Persistence of Memory,2,"Sadness and loneliness, like the end of the time.",5 - Strongly agree,1 - Strongly disagree,3 - Neutral/Unsure,4 - Agree,4,6,100,Office,By yourself,Fall,noodle,Piano and violin
216,The Starry Night,10,Attracted,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,4 - Agree,3,2,200,Bedroom,"Friends,By yourself",Winter,sandwich,Piano
216,The Water Lily Pond,9,Calm and peaceful,1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,3,2,50,"Living room,Dining room","Friends,Family members,By yourself",Spring,Salad,trumpet
217,The Persistence of Memory,8,"This painting makes me feel confused. There are so many things that at first glance seem normal, but on further inspection are revealed to not be what I thought.",4 - Agree,2 - Disagree,2 - Disagree,5 - Strongly agree,7,6,100,"Bathroom,Office,Living room","Friends,Strangers,By yourself",Fall,Bean salad,The soundtrack would be composed of synth techno music. It would have an otherworldly feel.
217,The Starry Night,9,"The painting makes me feel in awe of the beauty of the pictured night sky. It also gives me a sublime feeling, imagining the possibilities in the night sky.",2 - Disagree,4 - Agree,3 - Neutral/Unsure,1 - Strongly disagree,3,4,100,"Bedroom,Living room,Dining room","Friends,Family members,By yourself","Spring,Winter",Cinnamon Bun,"The soundtrack would consist of jazz music. The jazz would be upbeat, music that one could dance to."
217,The Water Lily Pond,6,"This painting makes me feel relaxed, maybe slightly sleepy.",2 - Disagree,4 - Agree,5 - Strongly agree,2 - Disagree,3,1,50,"Bedroom,Bathroom,Living room","Family members,Coworkers/Classmates","Spring,Summer",caesar salad,"The soundtrack would probably be some upbeat pop music, with family-friendly lyrics."
218,The Persistence of Memory,8,This painting makes me feel dispirited.,5 - Strongly agree,2 - Disagree,4 - Agree,4 - Agree,4,5,100,Dining room,"Friends,Family members,Coworkers/Classmates,By yourself",Fall,Bread bun.,"There is a steady, quiet slow, regular, and distant ticking. No voices. No movement."
218,The Starry Night,6,This painting makes me feel peaceful.,2 - Disagree,4 - Agree,4 - Agree,1 - Strongly disagree,3,2,1000,Bedroom,"Friends,Family members,Coworkers/Classmates",Summer,Soda pop.,"Under the calm, there are faint, scattered sounds. There are soft voices in the distance. Everything feels gentle and far away.

If there were music, it would be slow and warm, like a peaceful lullaby."
218,The Water Lily Pond,5,This painting makes me feel joyful and relaxed.,1 - Strongly disagree,5 - Strongly agree,4 - Agree,1 - Strongly disagree,1,1,2000,"Bedroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates","Spring,Summer",Matcha cake.,"The soundtrack would be full of layered, flowing sounds. There are soft rhythms that rise and fall, light pulses that feel like breathing, and gentle movements that never stay still for long. Everything sounds active, fresh, and quietly powerful."
219,The Persistence of Memory,10,This painting is really abstract and gives me a lonely feeling.,5 - Strongly agree,4 - Agree,4 - Agree,4 - Agree,7,1,999999999,Living room,"Family members,By yourself",Fall,Cheese,Very emotional and slow
219,The Starry Night,10,It makes me feel very powerful but still very abstract.,2 - Disagree,4 - Agree,3 - Neutral/Unsure,2 - Disagree,5,2,875000000,Bedroom,"Friends,Family members",Winter,Blueberry,Swelling and emotional
219,The Water Lily Pond,6,It makes me feel peaceful.,1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,5,2,7500000,Bedroom,"Friends,Family members,By yourself",Spring,Flower,Soft and slow
220,The Persistence of Memory,7.5,"This painting gives me a sense of loneliness and quiet despair. The dark, empty landscape feels lifeless and abandoned, which creates a hopeless and depressive mood. The melting clocks make time appear weak and unstable, as if reality itself is dissolving. This loss of structure feels unsettling and slightly frightening, especially combined with the strange distorted figure and symbols of decay. Overall, the painting makes me feel uneasy, sad, and disturbed, as though time is slipping away in a silent, dreamlike world.",5 - Strongly agree,1 - Strongly disagree,2 - Disagree,5 - Strongly agree,4,4,500,Office,By yourself,Fall,whey,"I imagine the soundtrack beginning with a slow, heavy, depressing bass that creates a dark and empty emotional space, followed by cello and viola weaving in low, grave melodies that feel mournful and dragging, as if weighed down by sorrow. Then violin and flute float above with thin, distant lines that add fragility rather than comfort, making the atmosphere feel unstable and detached. Finally, sharp high piano notes cut through unexpectedly, creating an awkward and eerie tension that disturbs the fragile calm, leaving the whole piece unresolved, unsettling, and filled with quiet psychological unease."
